Index,User name,Start Time,Stop Time,Status,Mark To Pause,Label,Comment,Run ID,Line,Vial,Evaluate,Sample Type,Reference,Acquisition information Background Result,Linearity Correction Result,Pressure Adjust Target Intensity,High Voltage,Kiel IV Initial Pressure,Kiel IV Residual CO₂ Pressure,Peak Center Result,Kiel IV Non Condensable Pressure,Pressure Adjust Result Intensity,Initial Intensity from µ-Volume,Kiel IV Leak Rate,Pressure Adjust Initial Intensity,Ion Source Pressure,Pressure Adjust Bellow Position,Kiel IV CO₂ Sample Pressure,Kiel IV Acid Temperature,Measuring from,Pressure Adjust failed with Target Intensity,Cycle Number,Sample Intensities Sample Intensity 44.00 m/z,45.00 m/z,45.00 m/z__dup2,46.00 m/z,46.00 m/z__dup2,Standard Intensities Standard Intensity 44.00 m/z,"Molecule Deltas CO2 Brand, Assonov and Coplen d45CO2",d46CO2,"CO2 Brand, Assonov and Coplen (Avg.) d45CO2 Mean",d45CO2 SD,d45CO2 SE,d46CO2 Mean,d46CO2 SD,d46CO2 SE,d 13C/12C  Mean,d 13C/12C  Std Dev,d 18O/16O  Mean,d 18O/16O  Std Dev,Excel File,Date,Date_ordinal,leak_rate,p_gases,p_no_acid,total_co2,1  Cycle Int  Samp  44,Identifier 1,Species,Identifier 2,Collector Status,Cycles Total,d13C Cycles Used,d18O Cycles Used,d13C Cycles Excluded,d18O Cycles Excluded,1  Cycle Int  Ref  44,1  Cycle Int  Diff Samp-Ref  44,1  Cycle Int  Pressure-Weighted Mismatch Samp-Ref  44,d13C_linearity_corrected,d18O_linearity_corrected,d13C_calibrated,d18O_calibrated,d13C_calibrated_linearity_corrected,d18O_calibrated_linearity_corrected
4.0,GIRMS\IRMS-operator,2026-03-23 19:18:52.380,2026-03-23 20:22:03.484,Success,False,865 - G. ruber,2-3,4.0,2,3.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",,18.722 V,9.5189 kV,69 µbar,59 µbar,Carbon Dioxide: 0.0189 kV,67 µbar,11.174 V,21.980 V,107 µbar/min,6.644 V,1.10E-007 mbar,10 %,924 µbar,72 °C,µ-Volume,17.093 V,Pre,18.239436067237644,19.8486648951518,12.016540065859497,26.12448839126122,16.056682743411187,11.252654112472324,0.4566803218561954,-1.1706449813839723,0.6360410953940714,0.1277688830754012,0.0319422207688503,-1.1334268648360848,0.0200309134375332,0.0051719596101925,0.6479984802965966,0.1226371941207423,-1.127539318134807,0.0212517162638874,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-23 19:18:52.380,739698.0,107.0,67.0,59.0,924.0,17.492068327560215,865,G. ruber,2-3,OK,16.0,15.0,15.0,0.0,0.0,10.675700293973296,6.816368033586919,10.51994335224012,0.8284740331748346,-1.377154248525431,0.9100053018969448,-1.0226968603598152,0.9100053018969448,-1.0226968603598152
5.0,GIRMS\IRMS-operator,2026-03-23 19:50:50.811,2026-03-23 20:59:10.405,Success,False,865 - G. ruber,3-4,5.0,1,4.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,11.544 V,9.5189 kV,54 µbar,67 µbar,Carbon Dioxide: 0.0189 kV,57 µbar,10.841 V,13.153 V,98 µbar/min,10.858 V,1.07E-007 mbar,10 %,843 µbar,72 °C,µ-Volume,,Pre,10.71210007338538,11.666648773565957,11.64389470042295,15.340198415577747,15.55851532822881,10.903356477308414,1.2423582388121357,-1.360610883284541,1.1776164672287146,0.0202235601202929,0.0052217007697945,-1.367864896401749,0.0121267749248014,0.0031311198217974,1.1776164672287146,0.0202235601202928,-1.365790596391096,0.0156154746459254,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-23 19:50:50.811,739698.0,98.0,57.0,67.0,843.0,10.3509004773384,865,G. ruber,3-4,OK,16.0,15.0,15.0,0.0,0.0,10.351764743863416,-0.0008642665250171,-0.0008140048819226,1.2342417666380852,-1.4441087948672873,1.3158060907326217,-1.0896751719635631,1.3158060907326217,-1.0896751719635631
6.0,GIRMS\IRMS-operator,2026-03-23 20:22:03.574,2026-03-23 21:38:48.452,Success,False,SHP2L,,6.0,2,4.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.001 V",,13.860 V,9.5191 kV,69 µbar,59 µbar,Carbon Dioxide: 0.0191 kV,62 µbar,11.643 V,15.999 V,107 µbar/min,3.301 V,1.13E-007 mbar,10 %,899 µbar,72 °C,µ-Volume,12.118 V,Pre,12.65159392712734,13.746448058665637,12.513347167552354,18.031047228940785,16.72327661908513,11.719425232946795,-0.9905218752288558,-6.141729763609827,-1.0134468109829728,0.0208387547039628,0.0053805433282766,-6.137960293312831,0.0139175443914126,0.0034793860978531,-1.0111497819916158,0.0250247889778899,-6.137708995293031,0.014368403981263,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-23 20:22:03.574,739698.0,107.0,62.0,59.0,899.0,12.18348884938381,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,11.112914923411823,1.0705739259719866,1.1055437164481976,-0.9227416510983342,-6.259985885913116,,,,
7.0,GIRMS\IRMS-operator,2026-03-23 20:59:10.490,2026-03-23 22:09:26.206,Success,False,865 - G. ruber,4-5,7.0,1,5.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,0.010 V,9.5189 kV,54 µbar,67 µbar,Carbon Dioxide: 0.0189 kV,45 µbar,3.214 V,0.010 V,205 µbar/min,11.337 V,5.80E-008 mbar,100 %,54 µbar,72 °C,µ-Volume,0.015 V,Pre,0.0102654252102107,0.0110498963965439,3.511146192746329,0.014562438051411,4.689163924280347,3.2853154799313744,-11.070958364059136,-10.945820193392631,-12.00864610442076,0.727342301509113,0.1877989747157979,-12.079435077206888,1.441633083808714,0.3604082709521785,,,,,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-23 20:59:10.490,739698.0,205.0,45.0,67.0,54.0,0.0098100974726077,865,G. ruber,4-5,Failed Sample,16.0,15.0,15.0,0.0,0.0,3.1521851480662133,-3.1423750505936057,-0.0092116027360085,,,,,,
8.0,GIRMS\IRMS-operator,2026-03-23 21:38:48.564,2026-03-23 22:42:50.547,Success,False,865 - G. ruber,9-10,8.0,2,5.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",,15.092 V,9.5191 kV,74 µbar,69 µbar,Carbon Dioxide: 0.0191 kV,67 µbar,11.187 V,17.546 V,63 µbar/min,3.193 V,1.09E-007 mbar,10 %,916 µbar,72 °C,µ-Volume,13.214 V,Pre,13.79865742588646,15.021997100080824,12.028577333654738,19.76754966764735,16.074788604071607,11.264983185774156,0.938076011914868,-1.0214060245112844,0.967087948341557,0.0376150242874289,0.0097121575088266,-0.9942194009490216,0.0220257529192888,0.0055064382298222,0.9757262273837628,0.0446895931222664,-0.992406959378204,0.0215284200991101,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-23 21:38:48.564,739698.0,63.0,67.0,69.0,916.0,13.283330568319624,865,G. ruber,9-10,OK,16.0,15.0,15.0,0.0,0.0,10.687712201124498,2.595618367195126,3.0386357757573754,1.0832090640566605,-1.1410659902907905,1.1647610844566998,-0.7865248034941033,1.1647610844566998,-0.7865248034941033
9.0,GIRMS\IRMS-operator,2026-03-23 22:09:26.293,2026-03-23 23:18:24.023,Success,False,865 - G. ruber,8-9,9.0,1,6.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,17.577 V,9.5190 kV,57 µbar,69 µbar,Carbon Dioxide: 0.0190 kV,54 µbar,10.988 V,20.405 V,93 µbar/min,10.881 V,1.07E-007 mbar,10 %,882 µbar,72 °C,µ-Volume,16.182 V,Pre,17.152968896623758,18.664989722963483,11.822167886491924,24.56225401324839,15.798150958248083,11.071268571611554,0.4496222757857104,-1.4240420919455763,0.5572414268415482,0.0916558112535784,0.0229139528133946,-1.400099100806032,0.0206448772917847,0.0051612193229461,0.5644160369119374,0.09010224705037,-1.3985029013967292,0.0203218386451453,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-23 22:09:26.293,739698.0,93.0,54.0,69.0,882.0,16.483996165987165,865,G. ruber,8-9,OK,16.0,15.0,15.0,0.0,0.0,10.506022824045331,5.9779733419418335,8.834738859198046,0.7274084560304988,-1.6239369876406888,0.8089314915687282,-1.2695671940713282,0.8089314915687282,-1.2695671940713282
10.0,GIRMS\IRMS-operator,2026-03-23 22:42:50.659,2026-03-23 23:59:35.960,Success,False,865 - G. ruber,7-8,10.0,2,6.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",,17.169 V,9.5192 kV,74 µbar,62 µbar,Carbon Dioxide: 0.0192 kV,69 µbar,11.632 V,20.062 V,54 µbar/min,3.312 V,1.12E-007 mbar,10 %,919 µbar,72 °C,µ-Volume,15.575 V,Pre,16.584074751741838,18.051176225256715,12.500866209578309,23.74926926775031,16.705415865612554,11.70731212318654,0.7685538182664597,-1.3488061876889557,0.8650179882030845,0.0791677880847102,0.0197919470211775,-1.31321637252384,0.0168370258477342,0.0043473013805292,0.8714489328655262,0.0774999484944764,-1.3073697874089518,0.0187173844329749,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-23 22:42:50.659,739698.0,54.0,69.0,62.0,919.0,15.92122639835591,865,G. ruber,7-8,OK,16.0,15.0,15.0,0.0,0.0,11.100775257952163,4.820451140403748,6.512181124623759,1.0246811587177185,-1.5193045939780214,1.1062284112134648,-1.1648976615377933,1.1062284112134648,-1.1648976615377933
11.0,GIRMS\IRMS-operator,2026-03-23 23:18:24.136,2026-03-24 00:31:18.861,Success,False,SHP2L,,11.0,1,7.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.002 V",,4.767 V,9.5191 kV,57 µbar,69 µbar,Carbon Dioxide: 0.0191 kV,57 µbar,4.444 V,5.266 V,88 µbar/min,11.316 V,6.69E-008 mbar,50 %,745 µbar,72 °C,µ-Volume,,Pre,4.437172858749773,4.825251229071427,4.817596787160707,6.325360231514181,6.435190074475869,4.508986127872199,-0.757746575870688,-6.0529978101321325,-0.7868473076359448,0.0243156116653821,0.0060789029163455,-6.041335077090119,0.0276337279188966,0.0071349978682342,-0.7887873564202953,0.0238528601629818,-6.035895763344104,0.0327334375600679,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-23 23:18:24.136,739698.0,88.0,57.0,69.0,745.0,4.31143149995563,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,4.321628484598134,-0.010196984642504,-0.0095821155649112,-0.8369053958253155,-5.9693439181492,,,,
12.0,GIRMS\IRMS-operator,2026-03-23 23:59:36.054,2026-03-24 01:02:52.949,Success,False,865 - G. ruber,6-7,12.0,2,7.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",,16.827 V,9.5193 kV,76 µbar,64 µbar,Carbon Dioxide: 0.0193 kV,74 µbar,11.113 V,19.642 V,59 µbar/min,4.403 V,1.08E-007 mbar,10 %,933 µbar,72 °C,µ-Volume,15.383 V,Pre,16.34934154435572,17.796348125535626,11.949922234613084,23.413858555808627,15.96855296994742,11.190529736723272,0.7342537586414455,-1.328643666716034,0.8623908870195319,0.0842047937989642,0.021051198449741,-1.3023920766863657,0.0149466508035565,0.0037366627008891,0.8709333622447376,0.0796613266842425,-1.300641970684387,0.0136694302036478,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-23 23:59:36.054,739698.0,59.0,74.0,64.0,933.0,15.70483652039942,865,G. ruber,6-7,OK,16.0,15.0,15.0,0.0,0.0,10.619342721351662,5.085493799047757,7.084096849836374,1.02041270876471,-1.5073861866258804,1.1019596135364509,-1.1529750237922372,1.1019596135364509,-1.1529750237922372
13.0,GIRMS\IRMS-operator,2026-03-24 00:31:18.951,2026-03-24 01:40:51.824,Success,False,865 - G. ruber,5-6,13.0,1,8.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,9.331 V,9.5191 kV,59 µbar,74 µbar,Carbon Dioxide: 0.0191 kV,54 µbar,8.775 V,10.554 V,98 µbar/min,10.804 V,9.30E-008 mbar,16 %,833 µbar,72 °C,µ-Volume,,Pre,8.602601330834961,9.370269784443463,9.435730585568038,12.322009088804975,12.6062934420612,8.834382674754332,1.2042495941244624,-1.151291550148703,1.1642928685073606,0.0213540036162529,0.0053385009040632,-1.1953563274668402,0.0231478509893177,0.0057869627473294,1.161629086799554,0.0191552419901206,-1.1982939792880494,0.0206435626561166,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 00:31:18.951,739699.0,98.0,54.0,74.0,833.0,8.326416990817258,865,G. ruber,5-6,OK,16.0,15.0,15.0,0.0,0.0,8.411106690956347,-0.0846897001390889,-0.0789680089589654,1.1831434914354049,-1.2280504561622154,1.2647036528715034,-0.873540144171443,1.2647036528715034,-0.873540144171443
14.0,GIRMS\IRMS-operator,2026-03-24 01:02:53.059,2026-03-24 02:20:56.043,Success,False,865 - G. ruber,10-11,14.0,2,8.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",,15.807 V,9.5193 kV,79 µbar,67 µbar,Carbon Dioxide: 0.0193 kV,67 µbar,11.605 V,18.367 V,249 µbar/min,3.311 V,1.12E-007 mbar,10 %,931 µbar,72 °C,µ-Volume,13.739 V,Pre,14.372840443530304,15.644448883745737,12.470695264551708,20.584984581177107,16.665025512878767,11.679336348452791,0.806299990897541,-1.1834384585284186,0.8568686072571255,0.0346795673789912,0.0089542257941674,-1.1983622314004,0.0227427869671943,0.0056856967417985,0.8678818199502262,0.0427624710183455,-1.1993571495918656,0.0231778041232765,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 01:02:53.059,739699.0,249.0,67.0,67.0,931.0,13.824269095339996,865,G. ruber,10-11,OK,16.0,15.0,15.0,0.0,0.0,11.077955284991488,2.746313810348509,3.228109887429444,0.9847462276893282,-1.3609917895068817,1.0662902269348251,-1.0065286645377682,1.0662902269348251,-1.0065286645377682
15.0,GIRMS\IRMS-operator,2026-03-24 01:40:51.918,2026-03-24 02:53:00.924,Success,False,865 - G. ruber,11-12,15.0,1,9.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",,12.190 V,9.5192 kV,62 µbar,84 µbar,Carbon Dioxide: 0.0192 kV,59 µbar,11.281 V,13.954 V,112 µbar/min,11.298 V,1.09E-007 mbar,10 %,899 µbar,72 °C,µ-Volume,,Pre,11.176127087691771,12.167576751205653,12.103394631479196,16.008017965515144,16.17406160469819,11.335543322127265,1.027977626687937,-1.0705414062134322,0.9410344850680228,0.0204417336929013,0.0052780329440142,-1.0615364243993508,0.0174531094341208,0.0043632773585302,0.9410344850680228,0.0204417336929013,-1.060936092278412,0.0178938731663094,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 01:40:51.918,739699.0,112.0,59.0,84.0,899.0,10.79328645429944,865,G. ruber,11-12,OK,16.0,15.0,15.0,0.0,0.0,10.755362999061097,0.0379234552383422,0.0358469415952095,1.0053321451510042,-1.149865898503866,1.0868778214029362,-0.7953278352011921,1.0868778214029362,-0.7953278352011921
16.0,GIRMS\IRMS-operator,2026-03-24 02:20:56.139,2026-03-24 03:25:25.126,Success,False,SHP2L,,16.0,2,9.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.002 V",,3.791 V,9.5192 kV,86 µbar,71 µbar,Carbon Dioxide: 0.0192 kV,74 µbar,3.512 V,4.189 V,249 µbar/min,10.974 V,5.94E-008 mbar,66 %,755 µbar,72 °C,µ-Volume,,Pre,3.522410485037484,3.830415535962332,3.8275354829204415,5.020562187985781,5.112437393176831,3.582186661436529,-0.7898976247524558,-6.158236853809451,-0.8144645753148243,0.0125402905136686,0.0031350726284171,-6.0837424112491565,0.0372710032501398,0.0093177508125349,-0.8161023720189823,0.0110683350209764,-6.07877611507847,0.0326425793491143,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 02:20:56.139,739699.0,249.0,74.0,71.0,755.0,3.423213738774208,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,3.4391877378720346,-0.0159739990978264,-0.0149763977747848,-0.879624893879131,-5.990918399063849,,,,
17.0,GIRMS\IRMS-operator,2026-03-24 02:53:01.040,2026-03-24 04:02:36.211,Success,False,865 - G. ruber,12-13,17.0,1,10.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",,14.372 V,9.5195 kV,67 µbar,81 µbar,Carbon Dioxide: 0.0195 kV,57 µbar,10.770 V,16.512 V,83 µbar/min,3.484 V,1.06E-007 mbar,10 %,902 µbar,72 °C,µ-Volume,12.591 V,Pre,13.15468255071925,14.319824583014876,11.583509451827435,18.84132767181812,15.478284601978649,10.84749513759206,0.8138365240275558,-1.1354965129136696,0.8723538276278753,0.0447548073921621,0.0111887018480405,-1.1398743416678945,0.0188871413540395,0.0047217853385098,0.8762549812012299,0.0434185049110461,-1.140166196918176,0.0195126672245126,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 02:53:01.040,739699.0,83.0,57.0,81.0,902.0,12.683850560477245,865,G. ruber,12-13,OK,16.0,15.0,15.0,0.0,0.0,10.297951135924327,2.385899424552917,2.7680122024882583,0.9733409538768067,-1.2744453717140565,1.054884024005446,-0.9199515274223132,1.054884024005446,-0.9199515274223132
18.0,GIRMS\IRMS-operator,2026-03-24 03:25:25.234,2026-03-24 04:42:33.016,Success,False,865 - G. ruber,13-14,18.0,2,10.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",,4.528 V,9.5195 kV,86 µbar,67 µbar,Carbon Dioxide: 0.0195 kV,74 µbar,4.408 V,5.038 V,98 µbar/min,3.305 V,6.03E-008 mbar,53 %,782 µbar,72 °C,µ-Volume,,Pre,4.422324784440617,4.818130570409913,4.779173936310157,6.334679679038657,6.383570295664222,4.472919640166401,1.100211828723996,-1.2106201327313215,1.055209428871634,0.0272595235868853,0.0068148808967213,-1.2213173346067974,0.021544338578865,0.0055627243013998,1.0522092688814766,0.0253348912439367,-1.2258878432478857,0.025937114994081,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 03:25:25.234,739699.0,98.0,74.0,67.0,782.0,4.292382087160031,865,G. ruber,13-14,OK,16.0,15.0,15.0,0.0,0.0,4.287469275636295,0.0049128115237362,0.0046327944761437,1.0037608528976318,-1.158879055683719,1.0853064011462266,-0.8043441915668836,1.0853064011462266,-0.8043441915668836
19.0,GIRMS\IRMS-operator,2026-03-24 04:02:36.309,2026-03-24 05:13:21.344,Success,False,865 - G. ruber,14-15,19.0,1,11.0,True,Unknown,,"0.002 V, 0.001 V, 0.002 V",,17.888 V,9.5195 kV,64 µbar,76 µbar,Carbon Dioxide: 0.0195 kV,57 µbar,11.387 V,20.851 V,132 µbar/min,4.362 V,1.10E-007 mbar,10 %,914 µbar,72 °C,µ-Volume,16.399 V,Pre,17.405521905458556,18.9399708920065,12.237458389336211,24.91842593084847,16.352806342950217,11.461064767810647,0.5261792688602274,-1.5546861572207638,0.6345014201013244,0.0929196866117194,0.0232299216529298,-1.509842792490549,0.0221462082982245,0.0057181263947109,0.6417228968507308,0.0914154910497628,-1.5030009536392073,0.0231336037260867,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 04:02:36.309,739699.0,132.0,57.0,76.0,914.0,16.727340257204162,865,G. ruber,14-15,OK,16.0,15.0,15.0,0.0,0.0,10.871943867242916,5.855396389961246,8.485776096890554,0.8089356659189771,-1.7342721870319855,0.8904653429717655,-1.3799415565227946,0.8904653429717655,-1.3799415565227946
20.0,GIRMS\IRMS-operator,2026-03-24 04:42:33.114,2026-03-24 05:46:03.417,Success,False,865 - G. ruber,19-20,20.0,2,11.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,18.104 V,9.5194 kV,84 µbar,69 µbar,Carbon Dioxide: 0.0194 kV,81 µbar,11.079 V,21.203 V,98 µbar/min,11.096 V,1.08E-007 mbar,10 %,951 µbar,72 °C,µ-Volume,16.600 V,Pre,17.683334377889146,19.23889926942243,11.9120877173747,25.327485855483285,15.917044933699836,11.155865815762986,0.3178611611667215,-1.0781645804458506,4.416141734213201,6.0644653660335495,1.5658382244199736,35.77986967840501,12.359640691120548,3.1912455041211607,6.132644842987196,8.11782622136564,35.779869678405014,12.359640691120545,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 04:42:33.114,739699.0,98.0,81.0,69.0,951.0,0.7052194699899249,865,G. ruber,19-20,OK,16.0,15.0,15.0,0.0,0.0,10.588255108323812,-9.883035638333888,-0.6200201974157901,6.021983773738694,35.932924508585,6.103938125385866,36.30062496757046,6.103938125385866,36.30062496757046
21.0,GIRMS\IRMS-operator,2026-03-24 05:13:21.463,2026-03-24 05:33:30.637,Error,False,SHP2L,,21.0,1,12.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.002 V",,,,64 µbar,,,,,,,,,,,72 °C,,,Pre,,,,,,,,,,,,,,,,,,,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 05:13:21.463,739699.0,,,,,,SHP2L,,,Failed Sample,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
22.0,GIRMS\IRMS-operator,2026-03-24 10:38:14.051,2026-03-24 11:39:58.258,Success,False,865 - G. ruber,18-19,22.0,2,12.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",,13.378 V,9.5199 kV,23 µbar,47 µbar,Carbon Dioxide: 0.0199 kV,45 µbar,11.483 V,15.480 V,210 µbar/min,3.308 V,1.11E-007 mbar,10 %,858 µbar,72 °C,µ-Volume,11.692 V,Pre,12.204243699386712,13.312171781568336,12.336158897020022,17.55231953764887,16.485277186879824,11.552854338958856,2.894637597253391,2.946533504519344,2.867326884936225,0.0223639488062608,0.0055909872015652,2.912428486055566,0.0237336800081092,0.0059334200020273,2.865506170781748,0.021887036419795,2.9101548181579795,0.0226914359724222,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 10:38:14.051,739699.0,210.0,45.0,47.0,858.0,11.750238337196995,865,G. ruber,18-19,OK,16.0,15.0,15.0,0.0,0.0,10.958789745643733,0.7914485915532623,0.7993231104930998,2.9464003786199666,2.7982704009252206,3.028104181623803,3.1542098402196643,3.028104181623803,3.1542098402196643
23.0,GIRMS\IRMS-operator,2026-03-24 11:10:32.862,2026-03-24 12:10:36.390,Success,False,865 - G. ruber,17-18,23.0,1,13.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,9.053 V,9.5196 kV,52 µbar,245 µbar,Carbon Dioxide: 0.0196 kV,54 µbar,8.516 V,10.211 V,132 µbar/min,11.181 V,9.25E-008 mbar,18 %,816 µbar,72 °C,µ-Volume,,Pre,8.428592438802061,9.157875758099893,9.155605092785548,12.012332677841188,12.231606021853947,8.571568944104008,-1.321928234538139,-6.171564240531668,-1.3319980250133368,0.0153606285851705,0.0039660972465095,-6.185817280935169,0.0175746623677944,0.0045377583110457,-1.3299846393977746,0.018444506402482,-6.190266657600126,0.0216778496395132,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 11:10:32.862,739699.0,132.0,54.0,245.0,816.0,8.160216141366785,865,G. ruber,17-18,OK,16.0,15.0,15.0,0.0,0.0,8.163307319063595,-0.0030911776968096,-0.0029105500046262,-1.3113526788891183,-6.216036438887605,-1.2299957285355276,-5.863296593586142,-1.2299957285355276,-5.863296593586142
24.0,GIRMS\IRMS-operator,2026-03-24 11:39:58.402,2026-03-24 12:42:41.057,Success,False,865 - G. ruber,16-17,24.0,2,13.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,5.352 V,9.5196 kV,86 µbar,181 µbar,Carbon Dioxide: 0.0196 kV,74 µbar,5.011 V,5.978 V,112 µbar/min,8.353 V,7.20E-008 mbar,41 %,689 µbar,72 °C,µ-Volume,,Pre,4.993250772491276,5.424235211230155,5.421290432865828,7.111900246623444,7.241577667417777,5.073945800873645,-1.8138115936838783,-6.896707939062718,-1.8214402865374124,0.0174566853335822,0.0045072967717964,-6.899336195710558,0.0173155854679421,0.0043288963669855,-1.8248176755990253,0.0205091775784087,-6.899511412820415,0.0179086456633249,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 11:39:58.402,739699.0,112.0,74.0,181.0,689.0,4.844507523306904,865,G. ruber,16-17,OK,16.0,15.0,15.0,0.0,0.0,4.858519713494189,-0.0140121901872856,-0.0131603447693144,-1.8636905044173515,-6.845746577058312,-1.7823785495897937,-6.493230244979941,-1.7823785495897937,-6.493230244979941
25.0,GIRMS\IRMS-operator,2026-03-24 12:10:36.513,2026-03-24 13:18:00.749,Success,False,865 - G. ruber,15-16,25.0,1,14.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,12.814 V,9.5197 kV,71 µbar,289 µbar,Carbon Dioxide: 0.0197 kV,62 µbar,10.671 V,14.663 V,239 µbar/min,4.952 V,1.07E-007 mbar,10 %,792 µbar,72 °C,µ-Volume,11.326 V,Pre,11.813410593957547,12.83380552301546,11.477931781216636,16.84506907448772,15.33637120709423,10.747646586340185,-1.2919661904509103,-5.629053395877381,-1.29846046086641,0.0103452449603401,0.0027648830159887,-5.635008706603717,0.0104331019221677,0.0026938153329226,-1.298966685477828,0.0219815613422001,-5.63308164917266,0.0137529917931776,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 12:10:36.513,739699.0,239.0,62.0,289.0,792.0,11.40012373153519,865,G. ruber,15-16,OK,16.0,15.0,15.0,0.0,0.0,10.203426377218475,1.196697354316715,1.2593992744666826,-1.2241445632653545,-5.736567791921013,-1.1427805086092349,-5.383657761043537,-1.1427805086092349,-5.383657761043537
26.0,GIRMS\IRMS-operator,2026-03-24 12:42:41.214,2026-03-24 14:00:02.798,Success,False,SHP2L,,26.0,2,14.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.002 V",,4.324 V,9.5197 kV,81 µbar,152 µbar,Carbon Dioxide: 0.0197 kV,69 µbar,4.227 V,4.803 V,107 µbar/min,3.303 V,6.00E-008 mbar,56 %,679 µbar,72 °C,µ-Volume,,Pre,4.225154327368152,4.581367679716617,4.587551655714566,5.988189827737973,6.127083418766576,4.293069183015694,-3.772806225371572,-11.851569075031264,-3.781199379107643,0.0202174518087322,0.0052201236105314,-11.876519914233866,0.0244676869353997,0.0061169217338499,-3.7858366170090414,0.0254539336179773,-11.878183303514035,0.0243720686503393,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 12:42:41.214,739699.0,107.0,69.0,152.0,679.0,4.10164923142411,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,4.116395259350966,-0.014746027926856,-0.0138398721429702,-3.8375929390697614,-11.806599365842557,,,,
27.0,GIRMS\IRMS-operator,2026-03-24 13:18:00.889,2026-03-24 14:32:08.596,Success,False,865 - G. ruber,20-21,27.0,1,15.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",,11.623 V,9.5197 kV,71 µbar,284 µbar,Carbon Dioxide: 0.0197 kV,62 µbar,10.745 V,13.274 V,127 µbar/min,4.188 V,1.06E-007 mbar,11 %,767 µbar,72 °C,µ-Volume,,Pre,10.523409129575157,11.435835998286136,11.53780806398982,15.020778555756593,15.416419286614438,10.80362546582546,-1.0132868448510246,-4.63643527153812,-1.0822210996112027,0.0205860010395333,0.0053152826127414,-4.679442467424799,0.0158009516513946,0.0040797881733386,-1.0822210996112027,0.0205860010395334,-4.679442467424798,0.0158009516513946,Renata Nagai 780 G. ruber series 2.xlsx,2026-03-24 13:18:00.889,739699.0,127.0,62.0,284.0,767.0,10.171522930600236,865,G. ruber,20-21,OK,16.0,15.0,15.0,0.0,0.0,10.256831997077946,-0.0853090664777092,-0.0796862717532646,-1.0287067695973289,-4.75345789803731,-0.9473267938401476,-4.400198916035038,-0.9473267938401476,-4.400198916035038
